Game Name,Package Name,Description,Icon URL,Category
"Millionaire 2024: Trivia Game","com.submarineapps.mill","Millionaire 2024 Offline Trivia Quiz Game is:<br>- ability to play with friends<br>- online highscores<br>- offline trivia game to test your IQ and general knowledge<br>- source of valuable and little-known information<br>- entertaining questions for all categories of interest<br>- a great opportunity to challenge your friends and other players for top ranks<br>- delightful learning experience whether you know the answers or not<br><br>Do you know what color is a mirror? White, green or silver? Download and find out answer on this and other interesting questions.<br><br>Millionaire Offline Trivia Quiz Game -  is a Logic Brain Game. Questions &amp; Answers - general knowledge trivia is a very interesting and popular trivia game. In this game you can proof that you are clever and train your brain! Choose the correct answer from 4 possible ones. Tons of questions are waiting.<br><br>Take part in online leaderboards. Million is virtual, but you knowledge is real!  By playing this game you will earn general knowledge. Millionaire Offline Trivia Quiz general knowledge lets you experience the thrilling excitement of fighting for the grand prize of one million through 15 challenging trivia puzzles. Game is ready for all world languages.<br><br>If you don&#39;t know answer then don&#39;t worry we will help you by help options. So you can keep learning in our trivia game. Our main aim is play &amp; learn.<br><br>Questions:<br>- all questions are filtered by difficulty. The more questions you answer, the more difficult questions you get.<br>- you get more in-game money for difficult questions. Last and most difficult questions will bring you million. More millions - upper rank in millionaire leaderboard.<br><br>Help options:<br>- remove 2 wrong answers<br>- ask audience<br>- ask einstein<br>- replace question<br><br>Trivia game is available offline. No need to wait download and enjoy Millionaire OfflineTrivia Quiz BrainGame now!<br>Compete with your friends in order to win millions!<br>Prove your friends that you are the winner of Millionaire Trivia Quiz - Logic Brain Game!<br>Online millionaires leaderboard!<br>It is the best quiz game available so far. <br>Best Trivia Quiz Game for the whole world. Play &amp; Improve your general knowledge. Challenge game.<br>Enjoy the Millionaire: Trivia Quiz Logic Game. Good luck! Be a star, trivia star!<br><br>Note: We don&#39;t offer real cash through this game.","https://play-lh.googleusercontent.com/QMRXQ2qO8IbaXRm-opc9vqrlW-E8s4J9Mo5GMA2njkIHG4Kcv2fHoghaFhy6H20bAAp3","GAME_TRIVIA"
"Daily Bible Trivia Bible Games","com.daily.bible.trivia.android","DOWNLOAD the best Bible KJV trivia game FREE!<br><br>Daily Bible Trivia is an exciting bible trivia quiz game for Christians and believers! Play Daily Bible Trivia games with levels where the faithful have fun! <br><br>Enjoy Challenging New and Old Testament Bible free Trivia Game!<br>- Enjoy the holy bible while having fun<br>- Test your bible memory with bible games and scripture questions. Enjoy this bible trivia game free!<br>- Beat the clock and answer the multiple choice questions!<br>- Read daily Bible Verses for your faith and family<br>- Questions pulled from the holy bible King James Version<br>- Can&#39;t figure out the answer? Use coins to get a hint and win in this Bible knowledge games<br><br>FEATURES:<br>- Daily bonus coins for free hints!<br>- Play bible games offline!<br>- Over 1000+ Levels of NIV and KJV quiz games free!<br>- Answer over 10,000 trivia bible questions!<br>- Easy to play and difficulty increases as you go - the perfect Jesus games without wifi<br>- Play free bible trivia games OFFLINE or ONLINE - anytime, anywhere.<br>- For trivia games free in single player mode and the word of Jesus, download Bible Trivia for free quiz games Now!<br><br>Get Daily Bible Trivia for the best Bible games for adults offline and online, play game apps free for quizzes and Christian games and more!<br>Play trivia games now in Daily Bible Trivia - Amen!<br><br>The prizes in this trivia game are not exchangeable for real-world money or prizes. Having an issue with these free trivia and quiz games for android? For immediate support, contact us at support@superfree.com. Thanks!","https://play-lh.googleusercontent.com/7U4dZ04X-GemKXs7UuLmVx2pAF30aq_fWM0_6aK4tpfiF1-edL-Smy_TFTtxHd407GE","GAME_TRIVIA"
"GeoGuessr","com.geoguessr.app","Welcome to the world of GeoGuessr! Embark on an epic journey that takes you from the most desolate roads in Australia to the busy, bustling streets of New York City. Search for signs, language, flags, nature, internet top domains, or just about any clue that helps you to find where you are.<br><br>EMBARK ON YOUR OWN JOURNEY<br>How far can you go in GeoCrusher? Want to explore your favorite map? Start a Country Streak and see how long it can get? Take on the explorer hat and challenge yourself in our different single player modes.<br><br>COMPETE AGAINST OTHERS<br>Put your skill to the test against players all around the world. Duel against other players on your skill level or compete in our Battle Royale modes and see who will make it to the end. How far can you climb on the leaderboard?<br><br>PLAY WITH YOUR FRIENDS<br>Host your own party and invite your friends to join. Choose to play against each other in different game modes. Who will come out on top?<br><br>CROSS-PLATFORM<br>Play both with and against players on mobile and on the website.<br><br>BECOME ANYTHING YOU CAN DESIRE<br>Embrace boundless creativity and express your individuality like never before! Personalize your virtual alter ego with a vast assortment of hats, shirts, faces, gear, and a treasure trove of other options.<br><br>Support: <br>Are you experiencing issues? Visit https://www.geoguessr.com/support or email us at support@geoguessr.com for further help.<br><br>Terms of use: <br>https://www.geoguessr.com/terms<br><br>Privacy policy:<br>https://www.geoguessr.com/privacy","https://play-lh.googleusercontent.com/DboQuoFNkqgfcl5NiLeXsSgUOLo1F_BMe0g9ZBQBFzq5GpX5M1o7LbJeMgocXmbfy8Y","GAME_TRIVIA"
"Guess The Drawing","com.JaddZayed.GuessTheDrawing","Guess what is being drawn and outlast the other players!<br><br>Choose right and move to the next round!<br><br>Choose wrong and you are eliminated!<br><br>Can you beat everyone?","https://play-lh.googleusercontent.com/gRxJuZjdML-3Ls7N7dU5171YdyTgy6qd1PFvyRLKu3BE0SOqkQpaxtxA_mu_C-QQ4A","GAME_TRIVIA"
"Sticker Master","com.owws.MonsterSticker","Choose the correct picture and paste it in the position of the number.","https://play-lh.googleusercontent.com/v9NVaR3Qiv5BhqffYNJ9_fHFI0wUAcBN9awdClccHm9krqeHZTwrU_lRj8kJ2ICAOA","GAME_TRIVIA"
"Brain Blitz Trivia－Quiz Test","com.severex.trivia.quiz.brain.puzzle","<b>Get ready to put your knowledge to the test in our exciting mobile game Brain Blitz Trivia.</b> Immerse yourself in a world of mind-blowing questions and intellectual puzzles.<br><br><b>Our game offers exciting quiz mechanics that will keep you on your toes.</b> Each level consists of five questions from a selected category. At the beginning of the game, you have the option to choose your desired category from the available options. <br><br><b>Brain Blitz Trivia provides smooth and exciting gameplay suitable for players of all ages and skill levels.</b> Expand your knowledge, challenge your intellect, and engage in friendly competition by completing levels and earning stars.<br><br><b>Features:</b><br>– A fun quiz game with a variety of categories<br>– Five challenging questions per level<br>– Rearrange categories with in-game currency<br>– Earn stars for speed and accuracy<br>– Compete against other players on weekly leaderboards<br>– Rise in the leaderboard based on accumulated points<br>– Suitable for players of all ages and skill levels<br>– Elegant visuals and user-friendly interface<br>– Unlock new challenges and rewards as you progress<br><br><b>Answer questions and earn stars for speed and accuracy. You compete on the leaderboard by earning these stars.</b> <br>Compete against other players and strive for first place. Leaderboards are updated weekly. When you score enough points, you&#39;ll move up the leaderboard, unlock new challenges, and receive additional rewards.<br><br><b>Get ready for an intellectual duel in Brain Blitz Trivia!</b><br>Can you conquer the leaderboards, prove your knowledge and rise to the top? Download the game now and embark on an exciting journey to become a champion in our game!","https://play-lh.googleusercontent.com/Iz7jJx2z2sNBTubFSUE1RRCh741xNr3QDgefh-_O24WBQIXeMshAEudK04catxITdA","GAME_TRIVIA"
"Trivia Night","com.randomlogicgames.triviagame","Trivia the way it should be!<br>- Hundreds of popular trivia categories, designed for regular people!<br>- Multiple types of hints, pick how you want help!<br>- Easy and free to play!<br>- Unique ways of asking questions, you need to be clever as well as smart!<br><br>How is Trivia Night different from the rest? Simple! We found MORE FUN ways of asking YOU all new questions. Ranging from traditional text, to emojis and photos, we’ve assembled a curated collection of trivia that sweeps through hundreds of categories, with questions ranging from easy to hard. And because the questions are often in unique formats, that encourages your brain to find creative ways to connect to the answer. Meaning you have to be clever on some of these!<br><br><u>Take a tour of knowledge with Trivia categories, such as</u>:<br>🎵 MUSIC TRIVIA: From Pop to Hip Hop, and Rock n Roll to Jazz, we’re going to test how much of a fan you really are.<br>📺 TV SHOW TRIVIA: We cover all your favorite TV shows! Did you used to watch Cheers or Mash? Pretty Little Liars or 90210? Friends or Seinfeld?! Breaking Bad or Sopranos?!? <br>📽 MOVIE TRIVIA: Some cinematic moments are unforgettable... Or are they? Find out what you remember! (We all know Jack would have fit on that door with Rose)<br>👸 DISNEY TRIVIA: Just how well do you know your princes and princesses? <br>🌟 STAR WARS: Only the biggest fans will know all the answers to these questions from across the galaxy. <br>⚡ HARRY POTTER TRIVIA: There’s only one question that matters... Team Gryffindor, or Team Slytherin? Crack open that wizard trivia book!<br>🍿 POP CULTURE TRIVIA: The 80’s hair, 90’s jeans, and 00’s boots with the fur... from White Bronco’s to White Castle we cover it all, it’s a trip down memory lane!<br>👗 FASHION TRIVIA: Where Reebok, Gucci, Calvin Klein, and 80’s mullets live in harmony.<br>🍔 FAST FOOD TRIVIA: What’s your guilty pleasure... Burgers, Tacos, Pizza, or Sammiches?<br><br>... And WAY WAY more! Are you a nerd about something? We’ve got the trivia category for you.<br><br><u>Check out some of Trivia Night’s Unique Features!</u><br>🎫 TRIVIA PASS: Take a crack at your kind of trivia head on, and elevate your experience with Trivia Pass! Unlock new trivia categories, receive more rewards, and more!<br>🔥 HARD MODE: Think it’s too easy? Think again, mate. If you’ve got a hankerin’ for some crazy hard trivia, try playing hard mode and see how smart you are! If “boom shakalaka” was a setting, this is it.<br><br>And because we know everyone loves to be challenged, but no one likes to swing and miss, we’re here to help you if one of them is a little hard - there are different types of hints at your disposal to help you finish a stage!<br><br><u>We won’t tell anyone you use these hints, your secret is safe with us.</u><br>✂ 50/50: Takes away two incorrect answers, leaving you with a 50/50 shot of getting the quiz right, no matter what!<br>🎲 RE-ROLL: Gives you a different trivia question, (sometimes you need to come back to a challenge, later on in life).<br>🧨 SOLVE IT: For when you want to get right to the answer and just move it along!<br><br>Face it, you were getting bored with the same trivia questions, asked the same way, across all the other trivia games as we were. So we did something about it. Jam packed with the types of categories you’re interested in Trivia Night brings you a creatively assembled conglomeration of trivia questions, but asked in more innovative ways. With a wide variety of trivia that wanders through a vast range of different categories, it&#39;s the contemporary trivia you&#39;ve been needing in your life.","https://play-lh.googleusercontent.com/jS61u4ET_0lRV9nLrrYbMZkLWas9k4X26pZptT1gRy77Qji4RuPgZR0PfIIUhxSdvTs","GAME_TRIVIA"
"Daily Jigsaw Puzzles","com.bigc.daily.jigsaw.puzzles","Welcome to the world of beautiful puzzles! Here are thousands of free HD puzzles waiting for you to solve!<br><br>Want to get rid of boredom and mess?<br>Come to Daily Jigsaw Puzzles! Let&#39;s surf on the sea, ski on a snow mountain, paddle on a calm lake, enjoy the sunset, look up at the stars and experience the magnificent Milky Way.<br>You can also play and run in the sun with lovely pets, or share a delicious meal with family and friends, or visit various countries...<br><br>A variety of photo categories, thousands of high quality HD pictures, and daily exclusive puzzles are waiting for you!<br>Let&#39;s enter a bright and happy world together, evoking inner peace and relaxation.","https://play-lh.googleusercontent.com/Pd7QSEs8yw6D4VmG_tQjPOsCUx472vNqwtCPB-ZLOfUD7hycWKyg5fmQRPkKUrsRoPq7","GAME_TRIVIA"
"Power Of Knowledge : Trivia","com.trivia.knowledgeispower","&quot;Power Of Knowledge : Trivia&quot; is your gateway to an engaging and enlightening experience! Become a true expert in various fields by playing this thrilling quiz. Get ready for gripping questions and test your knowledge to become a real millionaire in the world of intellect!<br><br>🧠 Wide Range of Categories: From history to movies, from geography to sciences, our questions cover a multitude of fascinating topics. Enhance your knowledge across different domains and become a versatile quiz connoisseur and millionaire.<br><br>📚 Educational Diversity: Specially curated questions about the films, world history, and international movies immerse you in the realm of knowledge. Answer questions, discover new facts, and amaze yourself with your quiz knowledge.<br><br>🌐 Online and Offline Modes: No internet? No problem! Our game is available offline, allowing you to train your brain anytime, anywhere. And if you want to compete, switch to the online mode and challenge players worldwide to become a millionaire in intellectual games and quiz champion.<br><br>🤝 Solo or Duel Play: Play alone or invite a friend—the choice is yours! Compete in &quot;one-on-one&quot; mode or challenge each other to determine the ultimate quiz millionaire, whether it&#39;s in &quot;What? Where? When?&quot;, &quot;Who Wants to Be a Millionaire?&quot; or other quizzes.<br><br>💰 Billion Challenge: Aspiring for wealth? Try the &quot;Millionaire&quot; mode, where you&#39;ll answer tough questions and inch closer to the coveted million. Become a true knowledge and intellect millionaire, conquering the summits of our quizzes.<br><br>🔮 Play &quot;What? Where? When?&quot;: Feel like a participant in a legendary intellectual show. Answer sharp and intriguing questions, proving your ability to solve even the most challenging puzzles—be a true millionaire in quick and logical thinking, showcasing your expertise in quiz competitions.<br><br>🎁 Spin the Wheel: Wheel of Fortune 2024 🎁<br>Join our version of the &quot;Wheel of Fortune&quot;! Spin the wheel, guess letters and words, and win prizes. Test your luck and knowledge in this captivating game—become a true millionaire in the realm of knowledge and captivating prizes, akin to the most interesting quizzes.<br><br>🧠 Mental Enhancement: History Quiz and What? Where? When? 🧠<br>&quot;Knowledge is Power: Quiz&quot; offers not just entertainment but a chance to enrich your mind with knowledge. Answer questions about the history and movies. Feel like a participant in &quot;What? Where? When?&quot;, where sharpness of mind and broad knowledge take the lead—this is the path to becoming a true quiz and knowledge millionaire! Our quiz won&#39;t let you get bored! Download &quot;Knowledge is Power: Quiz&quot; and you won&#39;t regret it!<br><br>🤔 Intellectual Challenges: Intellect Battle and Strong Link 🤔<br>Prepare not just for questions but also intellectual battles. Engage in mental clashes, demonstrate your knowledge, and compare your intellect with opponents. Progress from a weak link to a strong one, experiencing a genuine intellectual ascent—become a true knowledge millionaire and quiz champion about the USSR!<br><br>🌐 Boundless Knowledge: Global Quiz 🌐<br>&quot;Knowledge is Power: Quiz&quot; in Russian is your guide to a world of intriguing questions and answers. Develop your brain with us, play solo or with friends. Become a millionaire in the realm of knowledge and skills, progressing from one question to another, from one task to another in each game. The Russian quiz is always in your pocket!<br><br>Don&#39;t miss the chance to grow while playing intellectual games. Download &quot;Power Of Knowledge : Trivia&quot; and become part of an exciting world of intellectual adventures, becoming a true millionaire in the realm of knowledge and quizzes!","https://play-lh.googleusercontent.com/MbU2WtP2wYAAm5aQspC7bmtoB729CchaMnnEJKI5WJin2S_6nbvZrbOSAmIR2et0Y8wQ","GAME_TRIVIA"
"Brain Test 3: Tricky Quests","com.unicostudio.braintest3","➤Join Alyx on her quest to find the six power gems in order to save her dying father. While helping Alyx to overcome tricky and brain teasing puzzles, meet with Brain Test franchise characters along the way.<br><br>➤Do you have the puzzle skills to solve the trickiest riddles ever? Are you capable of finding clues and using your mind for logical puzzles? Only the highly intelligent players can complete Brain Test 3’s difficult story and become a brain teaser master. Exercise your brain out with different tricky puzzles. This game is a new game and an offline game. Also one of the best games in the world. If you like puzzle games and mind games then dive into mind blowing riddles and brain teasers that make this brain puzzle game the ultimate free brain game for adults.<br><br>⭐A Long Story Filled with Adventure and Puzzles⭐<br>➤Brain Test 3 reshapes the successful formula of Brain Test 1: Tricky Puzzles and Brain Test 2: Tricky Stories and Brain Test 4: Tricky Stories to combine tricky riddles with an exciting and epic story. Join Alyx as she embarks on an adventure filled with dangers and troubles. Find the blue, red, green, yellow, light blue and purple gems to achieve infinite power and write your name into the hall of fame. Brain games and iq games are for improving the brain. Challenge your mind with brain teasers, and brain out puzzles in this mind game! You can play the best offline games for free.<br><br>⭐Inventory System and Interactive Elements⭐<br>➤Brain Test has never been as interactive as it is now as you can collect objects into your inventory and use them to solve the tricky puzzles for relaxing brain out.You can also merge the objects in the inventory to create new items to pass tricky brain teasing obstacles. The inventory becomes a powerful toolset for the high IQ players. No riddles will be left unsolved.<br><br>⭐Improved Hint and Help Systems⭐<br>➤IQ games, brain games, and mind games can be a great way to enhance your mental abilities. To help with the more complex riddles and puzzles, we implemented a better hint system to the game. With the new help system, you are not forced to struggle with difficult puzzles and riddles as it points you to the next step in the levels. Instead of skipping the levels, simply use the help system and watch the game play itself. With easy game mechanics and tricky quests, this mind game offers an offline brain out challenge.<br><br>⭐Dialogue and Chat Levels⭐<br>➤Alyx will meet dozens of characters in the course of her long and epic adventure. These characters will require you to convince them with the correct chat responses. Like a true role playing game, you will enter into deep and complex dialogues with NPCs. Their responses will trick you and test your brain power as well as your social skills.<br><br>⭐Build a Workshop⭐<br>➤Brain Test 3 introduces a complex building system as you will build Alyx’s workshop and gradually develop it. There are idle resource generators which will help you in your tricky adventures. The workshop is filled with epic tools and machines for you to discover.<br><br>FEATURES:<br>* Tricky &amp; Mind-blowing brain teasers and brain go: You will be tricked.<br>* Reverse logic puzzles.<br>* Mysterious riddles and puzzles.<br>* Intricate dialogue and chat systems.<br>* Role playing options.<br>* Offline mind game &amp; easy game for brain training.<br>* Simple and addictive gameplay.<br>* Fan-favorite Brain Test art style with animated characters.<br>* Story-oriented gameplay.<br>* Customization options with lots of costumes, pets and workshop improvements.<br>* Can be played with one hand.<br>* Can be played offline and without the internet.<br>* Completely free to download and free to play.<br>* One of the best free games. <br>* Comes from a franchise that tops the charts in brain games, adult puzzle games, and new games.<br><br>➤It is time to ready up your brain for an extremely tricky adventure filled with crazy riddles and puzzles! Download now and help Alyx to save her father!","https://play-lh.googleusercontent.com/0m_X6hL-k_JBOaoQC9MMsK19isfTLUYbffkfRbXUGYYD-vSn6f8Aji_VfG859fT6fnE","GAME_TRIVIA"
"Bible Trivia - Word Quiz Game","bible.trivia.quiz.question.answer.spelling.correct.knowledge.test.game","Warning: Risk of getting addicted! Once you start beating levels, you won’t be able to stop! In Bible Trivia you can study the holy book by level, and become knowledgeable Bible scholars as you play in a short time! Bible Trivia is made to test your knowledge of bible and learn more about Bible in a fun way. <br><br>Play Bible Free Trivia Game &amp; Improve your knowledge about Bible&#39;s stories and peculiarities. Interesting and intelligent questions and answers will help you learn all the important facts about Christianity. If you like Bible game, this is a perfect past time app for you! <br><br>HOW TO PLAY:<br>✝ Tap the RIGHT answer button in the multiple choices;<br>✝ You need to catch the Right answer in 25 seconds; Can you ace it?<br>✝ There are 3 questions for each level, and a mysterious reward for you after the whole level is finished;<br><br>Features:<br>✝ Over 5000 Bible related Questions.<br>✝ Easy and quick to play.<br>✝ Challenging and interesting.<br>✝ Best user interface.<br>✝ Daily rewards and free gift every day.<br>✝ A Bible quiz for adults and children alike.<br>✝ Play without internet connection.<br>✝ A comprehensive handbook to test your biblical knowledge.<br>✝ Quizzes about biblical stories, saints, and verses.<br>✝ Best Bible quiz app.<br><br>Play The MOST addictive Bible Trivia game! Just DOWNLOAD and try it NOW for FREE!<br><br>Good Times!","https://play-lh.googleusercontent.com/V4egJlhztaZE4jZ4ZeLGnY-QjT5fha7RODXtzlheWKmHwCQFitauZqx0xCP6moip0g","GAME_TRIVIA"
"Family Feud® Live!","com.umi.feudlive","SURVEY SAYS: It’s time to play the new Family Feud® Live! <br><br>Be the fastest contestant to type in and see your answers light up the board! Play Family Feud® Live and enjoy new graphics, surveys and challenges to become the Ultimate Feuder! <br><br>Play Family Feud® Live any way you’d like. With 4 game modes to choose from, there’s a Feud-style for everyone!<br><br>CHALLENGE 1-ON-1 IN CLASSIC FEUD FUN<br>Answer the best Feud surveys and play the best gameshow game, EVER! Master the questions and take all the coins for yourself! <br><br>FAST MONEY ROUND<br>Prefer playing Fast Money Rounds? Now you can! Win bigger prizes; get 200 points on the scoreboard for an extra bonus, just like the show!<br><br>COMPETE IN ELIMINATION TOURNAMENTS<br>Prove that you’re the Ultimate Feuder to win huge! Play against the best to secure the gold medal.<br><br>PLAY RELAXED<br>Find someone new to play with and make a new friend! With over 1.5 million new friends made while playing, Family Feud® Live! is the best way to connect with someone YOU want to play with!<br><br>LEVEL UP<br>Win matches to gain experience points. Can you reach the elusive Superstar level?<br><br>Featuring:<br>- 4 game modes: Classic, Fast Money, Tournaments and Live<br>- Test your Feud skills and take your opponent’s coins<br>- Over 2,500 Brand New Surveys<br>- All-New Live Gameplay<br>- Laugh with your opponent using our FREE In-Game Chat<br><br>Family Feud Live! uses Facebook to ensure that everyone you meet is authentic. We will never post anything to Facebook.<br><br>Who is the ultimate Feuder? Play NOW for FREE!<br><br>Family Feud Live! offers monthly subscriptions at USD $4.99<br>- Please note prices may vary depending on sales taxes or countries<br>- Payment will be charged to your Google Account at confirmation of purchase <br>- Subscriptions automatically renew unless auto-renew is turned off at least 24-hours before the end of the current period <br>- Subscriptions will be renewed within 24-hours prior to the end of the current period <br>- Subscriptions may be managed by the user and auto-renewal may be turned off by going to the user&#39;s Account Settings on their device <br>- Cancellation of the current subscription is not allowed during active subscription period <br>- Any unused portion of a free trial period, if offered, will be forfeited when the user purchases a subscription<br><br>Our Privacy policy can be found at http://umi-mobile.com/privacy-policy/<br><br>Our Terms of service can be found at http://umi-mobile.com/terms-of-service/<br><br>By installing this application you agree to the terms of the licensed agreements.","https://play-lh.googleusercontent.com/JP4rPzHZcyjJo_Xu30XUDP3EkhZ6srxNTAvBqPsm-3Iq1ttsXhT6-qDo7Z2rapSUblvl","GAME_TRIVIA"
"Trivia Crack 2","com.etermax.trivia.preguntados2","<b>Sharpen your mind with Trivia Crack 2, the brain game now FULL OF TOPICS!</b>	<br>Test your knowledge on your favorite TV shows, movies, books, artists and more! And the brain test continues: answer fun general questions in classic categories: Art, Science, History, Entertainment, Sport and Geography. Ready to become a trivia star?<br><br>Challenge your friends and family to a trivia competition and prove how smart you are! What are you waiting for? Show off your smarts in this brain test.<br><br><b>COMPETE IN REAL TIME!</b>	<br>- Mystery Doors will blow your mind! Can you answer challenging questions correctly and be the last player standing? Lots of CROWNS await!<br>- Tower Duel is full of adrenaline! Snatch categories from your opponent and stack them! Whoever builds the highest tower wins… will that be you? Let&#39;s go!<br><br>🎁 <b>PLAY AND PICK A PRIZE. How lucky are you?</b>	<br>Time to get a lot of prizes with this brain game! Unlock hidden rewards and take all the accumulated prizes. Be careful! If you pick the wrong token you&#39;ll lose everything you got.<br><br><b>RANK AND FAST. Prove you are a trivia star and reach the top!</b>	 <br>Collect as many crowns as you can during the week to achieve the best possible position on theranking. The league will offer incredible prizes for the top 20 players!<br><br><b>THEMATIC WHEELS</b>	<br>Are you a true collector? Get them all! All you have to do is play to get chests. They will provide you with different pieces you&#39;ll need to unlock new wheels. And best of all: you can set them as an avatar frame to show off to your fellow players!<br><br><b>JOIN A TEAM AND OUTSMART OTHER PLAYERS!</b>	<br>You are not alone during this brain test. Teams can have up to 50 members. You can create your own too! What&#39;s the point? Send or request lives to other members and play Tower Duel together against other teams!<br><br><br><b>… MORE FEATURES AND FUN GAME MODES!</b>	<br>➤<b>Tic-Tac-5</b>: answer questions in classic mode and get crowns and gold bars.<br>➤<b>Rescue Rush</b>: show you are a trivia star who can save our game&#39;s characters!<br>➤<b>Pirate Battle</b>: answer questions, bring down your opponent&#39;s ships and win gold bars.<br>➤<b>Lucky Spin</b>: get different prizes randomly such as PowerUps, lives, gold bars or a chest with amazing rewards!<br>➤<b>Missions</b>: complete them and claim your special prizes. <br>➤<b>Collections</b>: obtain crowns in the different game modes and win characters to collect.<br>➤<b>Chat</b>: communicate with other members of the same team through the chat.<br>➤<b>Trivia Pass</b>: do you want better prizes? You can get the VIP Membership and acquire the Trivia Pass.<br><br>What are you waiting for? Download the game now and become the smartest in town!<br><br>===============<br><br>For more information, visit https://www.triviacrack2.com<br><br>Have questions? Find help at triviacrack2.help.etermax.com or write to us triviacrack2.help@etermax.com<br>Join our community!<br><br>- Facebook: https://www.facebook.com/triviacrack<br>- Twitter: @triviacrack<br>- Instagram: https://instagram.com/triviacrack<br>- YouTube: https://www.youtube.com/channel/UC-TLaR04Abrd7jIoN9k0Fzw","https://play-lh.googleusercontent.com/YVbQqHIW3kfOigV95ywHukl5uUCRlGhFnG4J77kQUz9H_uEGn1cuIJu8nK2tVGk6_8Q","GAME_TRIVIA"
"Trivia Spin－Guess Brain Quiz","com.severex.quiz.trivia.riddles.puzzles","Dive into the exciting world of knowledge with Trivia Spin! Our game will not only test your knowledge of the world around you, but also teach you new things. Get ready to test your knowledge in an exciting quiz with new and unique game mechanics.<br><br>In Trivia Spin you will answer interesting questions by matching the correct pairs on the outer and inner wheel. Learn new and fascinating facts, expand your horizons and educate yourself by playing in more than 20 different categories.<br><br>This game will give you unforgettable moments of exciting quizzes. Become an expert in various fields of knowledge and immerse yourself in a fascinating world of facts and answers.<br><br>Features:<br>- Unique quiz mechanics with rotating wheels<br>- Over 20 different question categories<br>- Interesting facts and learning as you play<br>- Increase your horizons and become an expert in various fields<br>- Simple and intuitive interface<br>- Endless levels to test your knowledge<br><br>Solve our puzzles and energise your brain, train your logic and increase your dopamine levels. The more you play, the higher your IQ will be!<br><br>Get ready for an exciting adventure in the world of Trivia Spin! Try to match the correct cells with the answers, discover interesting facts and become a real quiz guru! Download the game and go on an exciting journey through the world of knowledge!","https://play-lh.googleusercontent.com/JjS-sZ47_4TE_lKm-3JLqqVZMsgeWUxMc2XVXo1Idx3xVAaFCDBHEUPNfLBQCfwdOQ","GAME_TRIVIA"
