Game Name,Package Name,Description,Icon URL,Category
"Kids Games: For Toddlers 3-5","com.rvappstudios.baby.toddler.kids.games.learning.activity","Fun and educational games for toddlers to help teach colors, shapes, coordination, motor skills, memory, and more! Learning is easy and fun with this collection of free games for kids.<br><br>Have you ever wanted to teach your toddler, kindergarten, or preschool-aged child things like number recognition, logic, shape identification, counting, or the alphabet? Kids learn better when there&#39;s play involved, and this collection of free games for kids is the perfect place to start. It&#39;s filled with pre-K activities, mini educational games for toddlers, brain games for kids, and so much more!<br><br>Give your child&#39;s education a boost with 25+ curated activities taken straight from the Montessori method of teaching. It&#39;s learning through non-traditional methods, proven to be fun and effective over decades of successful tests.<br><br>Features:<br>• Free learning activities for kids, toddlers, and adults<br>• Multiple themes and categories to choose from<br>• Offline support – you don&#39;t need internet or Wi-Fi to play<br>• Colorful graphics to bring a smile to your face<br>• Soothing sound effects and background music<br><br>Help your kids develop conceptualization, logical thinking skills, visual perception, and so much more, all with this free and fun collection of educational games and activities for young people. It&#39;s the perfect way to make learning fun, and to sneak in a few lessons throughout the day!<br><br>Download this collection of games for kids and start learning right away!","https://play-lh.googleusercontent.com/kDpBuYctG9Pnqf8gF6pOQ54XgmmfNpI-9iJVKSta-E3GPvXO7O3Bt2yQuFqAqGGe-HQu","GAME_EDUCATIONAL"
"Sesame Street Alphabet Kitchen","com.sesameworkshop.alphabetkitchen.play","This is a lite version of Sesame Street Alphabet Kitchen. To unlock all available content and features, you can download a one-time in-app purchase for $2.99 from this lite version.<br><br>This is a vocabulary-building app, which will help your child practice early literacy skills by blending letter sounds to create words in Cookie Monster’s alphabet kitchen! <br><br>Sesame Street Alphabet Kitchen turns learning vowels and new vocabulary words into a fun-filled cookie making experience. By creating letter cookies and decorating them in his kitchen, Chef Elmo helps kids learn about vowels. Through blending letter combinations to create words, the Sesame Street friends help your child ‘bake’ 3- and 4-letter words into delicious cookies. And the fun doesn’t stop there! Your child can color the cookies, take pictures with their creations, ‘eat’ them, or share them with Cookie Monster and Elmo!<br><br>FEATURES<br>-Cut and decorate vowel cookies with colorful frostings, icings, whipped cream, sprinkles, fruits, and silly facial features!<br>-Create more than 90 words to build vocabulary and literacy skills.  <br>-Learn letter names and sounds.<br>-Over 350 word cookie variations!  <br>-Take pictures with Cookie Monster, Elmo, and your cookies.<br>-‘Eat’ the cookies or share them with Cookie Monster and Elmo!<br> <br>LEARN ABOUT<br>-Letter identification <br>-Letter sounds <br>-Word blending<br>-Vocabulary building<br>-Sharing<br> <br>ABOUT US<br>Sesame Workshop’s mission is to use the educational power of media to help kids everywhere grow smarter, stronger, and kinder. Delivered through a variety of platforms, including television programs, digital experiences, books and community engagement, its research-based programs are tailored to the needs of the communities and countries they serve. Learn more at www.sesameworkshop.org.<br><br>PRIVACY POLICY<br>The Privacy Policy can be found here: http://www.sesameworkshop.org/privacy-policy/<br><br>CONTACT US<br>Your input is very important to us. If you have any questions, comments, or need help, please contact us at: sesameworkshopapps@sesame.org","https://play-lh.googleusercontent.com/g57_X69yLymvUSM5woexC2MbYq6RdvnwjmmDRleSwMW0cF8O47uB6g7NBmkdjVSS5hQT","GAME_EDUCATIONAL"
"Hello Kitty: Kids Hospital","com.psv.hello_kitty.doctor_hospital","Your toddler can become a real doctor in this new educational game about Hello Kitty’s adventures. It is a very important mission to treat kids. There are a lot of various tasks including kids games about doctors. Help patients in the kids hospital and become the best doctor in this funny medical game for toddlers with Hello Kitty.<br><br>This game is about a kids hospital. It teaches kids about the important profession of doctor. Play and cure patients with different diseases. Every sick child needs urgent help. Educational games about treatment in this hospital show us how important all doctors are, such as general physicians, surgeons, pediatricians, radiologists, traumatologists and many others. Every floor in our hospital is a special department where doctors specialize in different diseases.<br><br>Concentration and attention to details are very important for doctors. Toddlers will learn how to be diligent and attentive so as to save the lives of small patients. We need to make a diagnosis and help all patients to be healthy. It is very important to take care of your health from the very childhood.<br><br>This educational game for boys and girls about the kids hospital will show how a busy hospital works, starting from reception and to the offices of various doctors with the atmosphere of funny cartoons with Hello Kitty.<br><br>Features of the game:<br>- famous graphics of Hello Kitty;<br>- easy management, created for kids from 3 to 5 years;<br>- collection of exciting mini games;<br>- funny characters and pleasant music;<br>- useful information about a toddler&#39;s health.<br><br>Face real problems, which happen every day in vet clinics. Play kids educational games about doctors with Hello Kitty and have fun!","https://play-lh.googleusercontent.com/ZpsWeczOi1g8lJcZhmcOMueyVqSDUj9-f1o7PXvCkEzBJqMblWV6kGdtirz_Ux26NQ","GAME_EDUCATIONAL"
"Avatar Maker Dress up for kids","com.pazugames.avatarmaker","Have you ever dreamt of designing and decorating your very own cartoon character with this brand new Avatar maker dress-up for girls&#39; &amp; boys&#39; games, a magical world where you can fulfill and recreate any style that comes to your mind! Enjoy a new kawaii avatar maker with a huge variety of accessories that give endless variations of styles.<br><br>Make a copy of yourself or recreate your favorite anime character. It&#39;s up to you! Choose your favorite hairstyle and customize its color. Pick up the skin color from an endless number of colors, decide what kind of facial expression your avatar is going to have, choose the eyes, mouth, and eyebrows for your cute avatar.<br><br>In addition to creating your avatar, you can decorate your room with tons of different items, make your room designing dreams come true! you get to choose all the furniture while accessorizing with all sorts of items.<br><br>1. You can choose a boy or girl avatar to start your cartoon character customization<br><br>2. A large number of cute personalized faces, hairstyles, and expressions with different details let you create unique cartoon expressions<br><br>3. Express various emotions on the face of your avatar with different shapes of eyebrows, eyes, and mouth<br><br>4. The skin color, hair color, and clothing color can be customized to give you a unique appearance and show your imagination and fashion sense<br><br>5. Various accessories: masks, hats, glasses, hairpins, clothing, headwear, wings, horns, and tails to make your personal style distinctive<br><br>✨Features of Avatar Maker Dress up for kids✨<br><br>💛Full customization of skin color and hairstyle.<br>💛Huge pool of items to create endless styles time and time again!<br>💛High variety of accessories for your character creator.<br>💛Many clothes items in our anime avatar game.<br>💛Decorate various backgrounds to suit your characters.<br>💛Use your avatars as wallpapers, profile pictures, and share them with friends. <br>💛Parental control in our apps for girls &amp; boys.<br>💛no ads.<br><br>Avatar Maker Dress up for kids is brought to you by Pazu Games Ltd, the publisher of popular kids games like Girls Hair Salon, Girls Makeup Salon, Animal Doctor, and many more, that are trusted by millions of parents worldwide.<br><br>Terms of Use:<br>https://www.pazugames.com/terms-of-use<br><br>Privacy Policy:<br>https://www.pazugames.com/privacy-policy<br><br>All rights are reserved Pazu ® Games Ltd. The use of the games or the content presented therein, apart from the usual use of Pazu ® Games, is not authorized, without express written permission from Pazu ® Games.","https://play-lh.googleusercontent.com/OqcKgStv8jjh04pWhvXGqLVZl30YTP8Xto0EyeEbMNxk_QZBaRam7I1LxkMNMNQawE8","GAME_EDUCATIONAL"
"Like Nastya: Party Time","com.psv.like_nastya.event_agency","We have finally released our exciting new kids game for boys and girls. The main character is a real youtube princess, Like Nastya! Unforgettable adventures of Like Nastya and her friends are available for kids all around the world. There are a lot of interesting tasks, beautiful clothes, tasty dishes and funny surprises. Videos with Nastya’s birthday party have millions of views on YouTube and now every kid can take part in a birthday party of a little princess.<br><br>Nastya’s parents have prepared the funniest kids games for her and her friends. Boys and girls will have fun in different places. But firstly, we need to invite best friends to the party. We will make the most beautiful postcards and send them by post. And also we will cook some food. All kids like to bake and decorate cakes. Wi will also play an exciting dress up game, where we will choose clothes for boys and girls and will make stylish hairstyles and makeups.<br><br>Postcards are sent, the cake is decorated, and clothes are ready. So what will we do next? Our kids party can take place at different locations. We have prepared some mini games at the beach. Nastya and her friends will play volleyball, ride a jet ski, try diving, and drink tasty fresh juice. They will also go on a yacht trip and take photos of real dolphins.<br><br>If you want something active, go to the park. You will run, jump, play football, and try different attractions. We will have a barbecue and cook different food. We will launch a kite and play with frisbee. We will catch butterflies and visit a climbing park. And after all these activities kids will enjoy a cake or other food, which Like Nastya cooked for them. We will take photos of the best moments and post them on Instagram.<br><br>The game about Like Nastya’s birthday is a great way to spend your free time with friends and have a lot of fun together. This game will develop the phantasy, creativity and communication skills of a child. A lot of game modes are adapted for different ages and abilities, that’s why every kid will find an interesting task for themselves. Even preschoolers could play without any help from adults. This game about Nastya’s birthday and kids party will be your favorite game. Have fun with us!","https://play-lh.googleusercontent.com/qth7VWdBD8bRfExuWDeOJueCcVnhIUUKWA9d4VtgLi60YzlDVEUiOBnGP5NgjrmU8A","GAME_EDUCATIONAL"
"Gabbys Dollhouse: Games & Cats","com.spinmaster.gabbysdollhouse","The Official Gabby&#39;s Dollhouse App!<br><br>Everything is possible in DreamWorks Gabby’s Dollhouse:<br><br>- Explore a home full of games, surprises and magic.<br><br>- Unbox cute, miniature and exciting surprises.<br><br>- Discover new hobbies and make friends with the most adorable kitties.<br><br>- Sing, paint, cook, plant, craft and have fun with Gabby at your side.<br><br>FEATURES<br><br>- Play through 7 colorful cat-themed rooms: the dreamy bedroom, the bubbly bathroom, the cozy craft room, the sweet kitchen, the colorful playroom, the funky music room and the magic “fairy tail” garden.<br><br>- Meet the cutest kitties ever: Pandy, Cakey, MerCat, DJ Catnip, Baby Box, Carlita, Kitty Fairy and Pillow Cat.<br><br>- Try, test and learn: Make as many fun experiments as you like - nothing can go wrong in Gabby’s Dollhouse!<br><br>- Be creative: Cook sprinklicious cakes, draw colorful pictures and come up with cool tunes.<br><br>EXPLORE ALL SEVEN ROOMS<br><br>- The Craft Room: Have a crafty-rific time with baby Box making bead necklaces, folding paper into Beautiful origami shapes, and even painting the Gabby cats!<br><br>- The Bathroom: Dive in with Mercat and share her passion for Spa Science by making your own bubbly potions!<br><br>- The Fairy garden: Follow Kitty Fairy to her garden of wonders with the most enchanting activities from star drawing to singing with flowers!<br><br>- The Kitchen: Do you want to Bakey with Cakey? Make snacks, cakes and smoothies with the resident cupcake cutie.<br><br>- The Playroom: Let’s go for a ride with Carlita and her outgoing personality. Race around the playroom, build castles, play basketball or even tennis! Games galore in the playroom!<br><br>- The Bedroom: Cuddle up with Pillow Cat, hear your favorite bedtime story, play dress up with your cat friends!<br><br>- The Music Room: Always dreamt to be a cool kid and play with a band? Time to get loud and try all kinds of instruments: piano, xylophone and mixing board await! Join DJ Catnip and make all your musical dreams come true!<br><br>SUPPORTED DEVICES<br>This app supports devices running Android 6 and above.<br>Updates may affect compatibility.<br><br>DreamWorks Gabby&#39;s Dollhouse app is subject to the Play Store terms and conditions.","https://play-lh.googleusercontent.com/VlxPYitY13s-plmb3Ao4lSljiH7aFYAqhlr2EOQFWGCfF24291_AEFm8tVuirVIvhlI","GAME_EDUCATIONAL"
"Sweet Baby Girl Cleanup 5","com.tutotoons.app.sweetbabygirlcleanup5.free","Play house makeover and messy playground cleaning game for kids! Help sweet baby girl clean up &amp; fix her messy house. Clean up the kitchen, tidy up the stinky toilet, wash the dishes, fix and design your dream playground. Feed and dress up your new pet - a little cute kitty. There are so many options for treats and makeovers! Get new toys for summer, baby house decorations and play baby girl dress up game!<br><br>Have tons of fun playing the best playground and kitchen cleaning games for kids and toddlers! Learn how to clean up your room, do laundry, clean the bathroom and wash the dishes in the kitchen. Take good care of your pet kitty - play dress up and feed yummy treats! Clean kitty&#39;s cat tower and add new toys. Make your kitty happy! Play outside the baby house - design your dream playground, clean up your puppy&#39;s doghouse, wash the car and more!<br><br>Sweet Baby Girl Cleanup 5 cleaning games for kids and clean up the house:<br>· NEW! Meet a new character - a little baby kitty!<br>· NEW! Take care of your kitty - feed and dress up! <br>· NEW! Renew the cat tower! Add new toys for your kitty to play with! <br>· NEW! Explore the new toy room in the house and get more toy rewards! <br>· Get ready for the house and playground cleaning fun!<br>· Dress up sweet baby girl and design the perfect cleaning outfit!<br>· When the baby house is clean, decorate it and build your dream house!<br>· Collect new toys, fix and vacuum the bedroom!<br>· Wash the dishes in the kitchen, clean up the fridge!<br>· Make the bathroom shine - do laundry, wash the bath and clean the potty!<br>· Play outside - fix the swings and slide on the playground!<br>· Make your virtual pet puppy happy - clean up the doghouse!<br>· It&#39;s car wash time - wash, fix, clean up and decorate!<br>· Fix the swimming pool, clean the water and change the tiles!<br>· Level up and unlock new exciting house and gardening tools for cleaning!<br>· Clean the house, playground and more!<br><br>- - - - - - - - - - - - - - - - - - - - - - - -<br><br>About TutoTOONS Games for Kids<br>Crafted and play-tested with kids and toddlers, TutoTOONS games foster kids’ creativity and help them learn while playing the games they love. Fun and educational TutoTOONS games strive to bring meaningful and safe mobile experience to millions of children worldwide.<br><br>Important Message to Parents<br>This app is free to download and play, but there may be certain in-game items that can be purchased for real money. By downloading this app you agree to TutoTOONS Privacy Policy and Terms of Use.<br><br>Discover More Fun with TutoTOONS!<br>· Subscribe to our YouTube channel: https://www.youtube.com/@TutoTOONS<br>· Learn more about us: https://tutotoons.com<br>· Read our blog: https://blog.tutotoons.com<br>· Like us on Facebook: https://www.facebook.com/tutotoons<br>· Follow us on Instagram: https://www.instagram.com/tutotoons/","https://play-lh.googleusercontent.com/_xMqF6erodEsjWnd8e_T3KaaHD3Nb60YbE_j_IhJEApHk6JdJZDAzTzDRV4q3MjlLg","GAME_EDUCATIONAL"
"Giggle Babies - Toddler Care","com.tutotoons.app.gigglebabies","Have you ever wondered what it would be like to run a toddler daycare &amp; be a babysitter? Have you ever wanted to look after cute and funny babies and toddlers or play fun baby games with Giggle Babies? Become a babysitter in this cute baby daycare game Giggle Babies - Toddler Care - the ultimate destination for fun and educational baby games! Run a super cute babies&#39; daycare, take care of the toddlers, play baby games, feed the babies, dress them up and most importantly - have fun!<br><br><b>Take care of cute babies in daycare</b><br>Give them food to calm their hungry tummies, bathe them so they smell clean and sweet, train cute toddlers to go potty, play baby games with them, and be the best virtual daycare babysitter in the world! The babies will thank you for all the care!<br><br><b>Play fun baby games &amp; mini-games</b><br>Do you know what cute babies love to do the most? Play baby games! Get ready to have a blast while playing these delightful baby games! Be the best babysitter and take your toddlers with you to play mini-games. This collection of baby games includes an exciting jumper mini-game, a cute drawing mini-game, or even fidget toys &amp; pop-its! Jump together, draw together, and play with pop-it fidget toys! Play baby games, have fun, and don&#39;t forget to collect cute prizes!<br><br>Don&#39;t miss out on a chance to care for and become best buddies with these cute and adorable babies! Explore the world of Giggle Babies and let your imagination run wild in these delightful baby games together. Become a babysitter at this wonderful daycare full of little toddlers! Download now, play, and take care!<br><br>- - - - - - - - - - - - - - - - - - - - - - - -<br><br>About TutoTOONS Baby Games for Kids<br>Crafted and play-tested with kids and toddlers, TutoTOONS games foster kids’ creativity and help them learn while playing the games they love. Fun and educational TutoTOONS games strive to bring meaningful and safe mobile experience to millions of children worldwide.<br><br>Important Message to Parents<br>This app is free to download and play, but there may be certain in-game items that can be purchased for real money. By downloading this app you agree to TutoTOONS Privacy Policy and Terms of Use.<br><br>Discover More Fun with TutoTOONS!<br>· Subscribe to our YouTube channel: https://www.youtube.com/@TutoTOONS<br>· Learn more about us: https://tutotoons.com<br>· Read our blog: https://blog.tutotoons.com<br>· Like us on Facebook: https://www.facebook.com/tutotoons<br>· Follow us on Instagram: https://www.instagram.com/tutotoons/","https://play-lh.googleusercontent.com/mVkkSGw_cuPUt6H6EulDFFjyddGUE_nY1SgKTSv42ig10a8C0OaEqI0w0qYRrR1oXQ","GAME_EDUCATIONAL"
"Baby Balloons pop","com.appquiz.baby.ballons","Educational and fun sensory game with balloons and bubbles for babies. With this entertaining game, children can learn numbers, letters, animals, colors and shapes in different languages, while popping balloons.<br><br>🎈HOW TO PLAY BABY BALLOONS<br><br>Children can choose the balloons they like the most among several categories in this baby sensory game:<br><br>- Letters<br>- Numbers<br>- Animals<br>- Shapes<br>- Colors<br><br>At the beginning of the game our little bear will appear to explain which balloon they will have to find. In this way, children will learn the sound of the letters from A to Z, the main colors, animals, shapes such as the circle or square and the numbers from 0 to 9.<br>In the same way, they will learn to associate the word sounds with the images presented in the game. A great game to learn vocabulary in different languages!<br><br>🎈 FEATURES<br><br>- Game designed for babies and kids at an early age<br>- Fun and educational baby sensory game<br>- Available in several languages: Spanish, Portuguese, English and French<br>- Help in the psychomotor development and language development<br>- Balloons with different shapes<br>- Fun designs and animations<br>- Completely free game<br>- Soft and relaxing sounds that help kids maintain concentration.<br><br>🎈 ABOUT EDUJOY<br><br>Thank you very much for learning with our games. Edujoy has more than 70 games aimed at children of all ages; from preschool to the oldest. We love creating educational and fun games for you and your children. If you have any suggestions or questions, do not hesitate to send us your feedback or leave a comment.","https://play-lh.googleusercontent.com/0aaO8FF_8B3BctrL6w0Ev9ebX7uqZCEr2a0kDpyloyxd_2mRd4WNqxjEjIoFfpNkpw","GAME_EDUCATIONAL"
"ABC Kids - Tracing & Phonics","com.rvappstudios.abc_kids_toddler_tracing_phonics","Looking for a fun, free, and simple educational app to help your toddler learn phonics and trace letters of the alphabet? Look no further than ABC Kids.<br><br>ABC Kids is a free phonics and alphabet teaching app that makes learning fun for children, from toddlers all the way to preschoolers and kindergartners. It features a series of tracing games to help kids recognize letter shapes, associate them with phonic sounds, and put their alphabet knowledge to use in fun matching exercises. Any toddler, kindergartener or preschool age child can learn English and the English alphabet simply by following the arrows with their finger. They can even collect stickers and toys as they complete tracing games!<br><br>ABC Kids is more than just a kid-friendly educational app, it was designed with adult participation in mind, too. The interface keeps toddlers focused on alphabet reading and writing, tucking menu commands away from moving fingers. Adults can easily access settings to engage Teacher Mode, look at report cards, or toggle tracing and phonics games to better facilitate learning.<br><br>Best of all, ABC Kids is full-featured and free from in-app purchases and third party advertisements. Toddlers and adults can enjoy learning together without interruption.<br><br>Features:<br>- A colorful early education app that helps children learn the English alphabet.<br>- Includes ABC tracing games, phonics pairing, letter matching, and more.<br>- Uppercase and lowercase letters to trace, listen to, and match.<br>- Smart interface helps kids focus on phonics and letters without accidentally exiting the game.<br>- No third party ads, no in-app purchases, no tricks. Just pure educational fun!<br><br>Note to Parents:<br>When creating ABC Kids, we wanted to build the best experience possible for both adults and for children. We&#39;re parents ourselves, and we know how paywalls, in-app purchases, and intrusive third party advertisements can detract from the learning experience. With ABC Kids, we put the features of a paid app into a preschool friendly package, leaving out frustrating pop-ups and microtransactions. The end result is exactly the educational experience we want for our children. We think you and your family will enjoy it!<br><br>- Best wishes from the parents at RV AppStudios","https://play-lh.googleusercontent.com/dubBqdZfWh4LPRnwhf6c0zTtYscOykYvjE7PK91aJ8K6RHwUjQYhQ42rkO3fVF5X4gYO","GAME_EDUCATIONAL"
"Coloring & Learn","com.orange.coloring.learn.kids","&quot;Coloring and Learn&quot; is an realistic coloring game with more than 250 pages with educational content and many more activities for all ages!. <br><br><b>&quot;Free mode&quot;</b>: now you can freely draw, doodle, color and unleash your imagination.<br><br><b>&quot;Glow coloring mode&quot;</b>: Create magic doodle artwork with neon paint!<br>Explore the wonderful world of color!<br><br><b>The whole family, parents and children will have hours of fun together!</b><br><br>Can draw and coloring in the same way they do on paper using different tools.<br><br>You can have fun coloring with your kids or do coloring contests with them. The possibilities are endless.<br><br>They learn to write the alphabet and numbers. Count, Distinguish geometric figures, know the animals, transportation and more!<br><br>Decorate your artworks with over 100 beautiful stickers.<br><br>Promotes the development of imagination, the arts, and increases the ability of concentration and fine motor skills of children.<br><br>Save your creations in the album and edit them at any time!<br><br>Share your doodles with your family and friends via Facebook, Twitter, Instagram, WhatsApp, email, and more...<br><br>The game is very fun, simple and educational for all ages.<br><br>In addition, it contains other fun activities:<br><br>• <b>Drum</b>: become a musician playing drums and creating beautiful songs. It&#39;s a fun way to learn music with this wonderful instrument.<br>• <b>Pop Balloons</b>: have fun blowing balloons with your fingers and listening to the sounds of animals.<br>• <b>Magic Lines</b>: create your own fireworks show.<br>• <b>Learn Colors</b>: a nice didactic game to learn the colors.<br>• <b>Aviator</b>: develop your imagination and creativity with this fascinating minigame to launch airplanes.<br>• <b>Sea</b>: create a beautiful marine world with this wonderful game of fish.<br>• <b> Pixel Art </b>: develop spatial recognition by drawing pixel by pixel and recreating fun characters.<br><br>It works perfectly in all smartphones and tablets<br><br>*** COLLECTIONS *** <br><br>★ ANIMALS (to learn the Name of Animals)<br>★ VEHICLES (to learn the most common means of transport)<br>★ ALPHABET (to learn Alphabets from A to Z)<br>★ NUMBERS (to learn Numbers from 0 to 10)<br>★ GEOMETRIC FIGURES (to learn basic Geometric Figures and Space)<br>★ CONNECT POINTS (to learn to count,and improve motor skills)<br>★ CHRISTMAS (Beautiful funny coloring drawings)<br>★ HALLOWEEN (Funny characters that do not scare anyone)<br>★ DINOSAURS (know our friends from prehistory)<br>★ FREE MODE (unleash your imagination)<br><br>*** FEATURES ***<br><br>★ All content is 100% FREE<br>★ Simple design and very intuitive for children.<br>★ Different strokes of pencil and colors<br>★ Colors with flash effect (dynamic random color for endless bright colors)<br>★ Over 100 adorable stickers to decorate your paintings.<br>★ Eraser function.<br>★ “Undo” function and “Clear All” function.<br>★ Save drawings in the album to then share or edit them.<br><br><b>*** DO YOU LIKE OUR APP? ***</b><br>Help us and take a few seconds to rate it and write your opinion on Google Play.<br>Your contribution will enable us to improve and develop new free games.","https://play-lh.googleusercontent.com/p7PG8fih_pKYrhUGUbflyihK8LmTqil066RhPNjOTt-TRr9YAYwvAK8OGEob76kEbWY","GAME_EDUCATIONAL"
"Drawing Games: Draw & Color","com.rvappstudios.kids.drawing.games.coloring.book.paint","Enjoy hours of fun with our collection of drawing games for kids.  Kids learn to draw, get to connect the dots, even get to glow paint in our coloring book.<br><br>Kids love to imagine and play, and parents love for their kids to learn. Why not do both with this interesting and creative educational app? Your children can enjoy fun and safe coloring and drawing games that teach shapes, numbers, picture recognition skills, and so much more. It&#39;s like having an interactive coloring book combined with a paint by numbers game, and it&#39;s all free!<br><br>Children learn by doing, and drawing activities makes it easy for them to sit down and start having fun. Drawing apps allow children to express their emotions and build confidence through painting, coloring. Toddlers will have a great time playing with the drawing and tracing modes, while preschoolers and kindergartners will love the simple but smart memory and coloring games. Our drawing apps for kids have has something for all kids, and best of all, they can learn everything for free!<br><br>Drawing Games comes with these fun educational modes:<br>• Learn to Draw - Children will learn step by step how to draw the picture.<br>• Auto Draw - A simple mode for toddlers to watch painting and colored in.<br>• Connect &amp; Color - Connect the dots and watch as the picture is colored in.<br>• Connect the Dots - Draw a picture by connecting the dots with lines.<br>• Memory Drawing - A line appears and quickly vanishes. Your child can then draw it from memory!<br>• Glow Paint - Have fun with glowing paint colors!<br><br>This amazing coloring game has loads of beautiful pictures to draw and color. Our stickers, crayons, and glowing pens keep kids happily engaged for hours. Children get to learn picture recognition with drawing, coloring, and painting activities. Drawing for kids engages them creatively, with so many fun modes that children will learn and grow with Drawing games from RV AppStudios. <br><br>There are no in-app purchases, and no ads, no paywalls to ensure kids are not distracted. Download today and start your child&#39;s drawing journey with this fun coloring game.","https://play-lh.googleusercontent.com/Nbxh15UTrSlEIzMuU9bNZoVfMOKttkFu7x2LMUrAcSO2YNJ20WDLMhBCNaSSD0KK2oQ","GAME_EDUCATIONAL"
"Princesses - Enchanted Castle","com.tutotoons.app.princesses","Have you ever dreamt of entering a magical wonderland full of adorable princesses? Do it by exploring the fantasy life of the spectacular magic princess game Princesses – Enchanted Castle! Step into the game and meet your favorite princess doll. Dress up, care for, and play with every adorable magic princess! <br><br>🏰 <b>LIVE IN THE CASTLE</b><br>Grab your magical wand and watch as a unique glass dome opens to reveal the most precious princess doll waiting for you! Delight every magic princess with tasty treats, entertain them with playful games, and explore exciting activities in this magnificent fantasy life game. <br><br>👸 <b>MEET EVERY MAGIC PRINCESS</b><br>Every sweet princess doll wants to live in your fabulous fantasy life castle! Meet all of them, from the charming Ice and Butterfly princesses to the fantastic princess doll Cleopatra. Each magic princess has her unique qualities, making her truly a one-of-a-kind princess doll. Which one will be your favorite?<br><br>🎉​ <b>DISCOVER FUN ACTIVITIES</b><br>Boredom doesn&#39;t exist in this marvelous fantasy life! Uncover the wonders of colorful mystery boxes and enjoy delightful activities with your lovely magic princess! Play the harp, relax on a fluffy cloud bed, admire a beautiful fountain, or hop onto a magical flying carpet – lots of fun activities await your magic princess in this game!<br><br>⭐ <b>PLAY MINI-GAMES</b><br>Every magic princess adores mini-games, so join in and play with them! Explore this cute fantasy life: jump and collect golden coins, get creative in a drawing game, or explore magical space. Want to try out more mini-games? Match one magic princess to another, and enjoy! <br><br>💄 <b>VISIT MAKEUP SALON</b><br>Every magic princess loves to shine, so get ready to show off your creativity in a makeup mini-game! Make your lovely doll sparkle with vibrant eyeshadows, glittery blush, or colorful face paint. Made a little oopsie? Don&#39;t worry, just grab a cleaning wipe and fix it up. Let&#39;s make every single magic princess shine!<br><br>👗​ <b>DRESS UP YOUR MAGIC PRINCESS</b><br>Discover a vast collection of adorable outfits, accessories, and shoes! Turn every magic princess into the most stylish princess doll by unleashing your creativity. You’ll have an even wider collection of items with every unlocked princess doll. So, don&#39;t keep your charming princesses waiting – step into this fantasy life today!<br><br>- - - - - - - - - - - - - - - - - - - - - - - -<br><br>About TutoTOONS Game for Kids<br>Crafted and play-tested with kids and toddlers, TutoTOONS games foster kids’ creativity and help them learn while playing each game they love. Fun and educational TutoTOONS games strive to bring meaningful and safe mobile experience to millions of children worldwide.<br><br>Important Message to Parents<br>This app is free to download and play, but there may be certain in-game items that can be purchased for real money. By downloading this app you agree to TutoTOONS Privacy Policy and Terms of Use.<br><br>Discover More Fun with TutoTOONS!<br>· Subscribe to our YouTube channel: https://www.youtube.com/@TutoTOONS<br>· Learn more about us: https://tutotoons.com<br>· Read our blog: https://blog.tutotoons.com<br>· Like us on Facebook: https://www.facebook.com/tutotoons<br>· Follow us on Instagram: https://www.instagram.com/tutotoons/","https://play-lh.googleusercontent.com/BUrhruE_ZlHi7r4hGOmBukZj8RvvJKRKsM0aiNSJaOShVYnpWCmX0gNu6qs_QW8f_jo","GAME_EDUCATIONAL"
"Baby Panda's School Bus","com.sinyee.babybus.taxi","Hi, kids! Play this car driving game designed especially for you now! You can drive various cool cars, embark on exciting journeys and discover endless secrets and fun of the car world!<br><br>DRIVE CARS<br>Are you ready to go? You can drive a school bus, a police car, a fire truck, a train and other vehicles! Get behind the wheel, grip the steering wheel, and head for the kindergarten, police station, fire scene, suburb, forest and more places. Start your car adventure now!<br><br>COMPLETE TASKS<br>While driving, you will receive many interesting tasks, such as transporting students to the hospital for medical checkups, catching the thief for the residents, building a Ferris wheel, rescuing the drowning person, or going into the orchard and picking fresh fruits for the farmer! <br><br>MAINTAIN CARS<br>There is a car wash ahead. Why don&#39;t you give your car a thorough wash? Soap, scrub, rinse, and you&#39;re done. Your car looks great again! And don&#39;t forget to go to the gas station and fill up your car with petrol so it can keep running!<br><br>Every journey is a marvelous experience, and every quest you complete will add a wonderful chapter to your adventure. Come to the world of cars and drive for fun!<br><br>FEATURES:<br>- Enjoy the fun of driving;<br>- Choose from 5 kinds of cars: school bus, police car, construction truck, fire truck and train;<br>- Nearly 30 interesting tasks such as washing your car, catching a thief, putting out a fire and transporting goods and passengers;<br>- Meet 12 friendly characters;<br>- Supports offline play.<br><br>About BabyBus<br>—————<br>At BabyBus, we dedicate ourselves to sparking kids&#39; creativity, imagination and curiosity,and designing our products through the kids&#39; perspective to help them explore the world on their own.<br><br>Now BabyBus offers a wide variety of products, videos and other educational content for over 600 million fans from ages 0-8 around the world! We have released over 200 children&#39;s apps, over 2500 episodes of nursery rhymes and animations, over 9000 stories  of various themes spanning the Health, Language, Society, Science, Art and other fields.<br><br>—————<br>Contact us: ser@babybus.com<br>Visit us: http://www.babybus.com","https://play-lh.googleusercontent.com/xfSTxaOI4tQdbMgf98TsCPXN7lS0bZnjTtSrT93K36z0hK3wb4R1paKilNJJX0MgpQ","GAME_EDUCATIONAL"
